"","PlayerType","citizenship","sms_validation","positive_account","negative_account","BadClientIdPassportAdress","rating","Age"
"81",0,0,0,0,1,1,0,25
"82",1,0,0,0,0,0,0,30
"83",1,0,0,0,0,0,0,61
"84",0,0,0,0,0,0,0,65
"85",0,1,0,0,0,0,0,35
"86",0,0,0,0,0,0,0,40
"87",0,1,0,0,0,0,0,33
"88",0,0,0,0,0,0,0,19
"89",0,0,0,1,0,0,0,35
"90",0,0,0,1,0,1,0,21
"91",1,0,0,0,0,0,0,37
"92",0,0,0,0,0,0,1,22
"93",1,1,0,1,0,1,0,24
"94",0,0,0,0,1,1,0,41
"95",0,0,0,1,0,0,1,33
"96",1,0,0,0,1,0,1,33
"97",0,0,0,1,0,1,0,40
"98",0,1,0,1,0,0,0,27
"99",0,0,0,0,0,0,0,43
"100",0,0,0,0,0,1,0,49
"101",0,1,0,0,0,0,0,40
"102",0,0,0,0,0,0,1,18
"103",0,0,0,0,0,0,1,32
"104",1,0,0,1,0,0,0,29
"105",0,0,1,0,0,0,0,25
"106",0,0,0,0,0,0,0,30
"107",1,0,0,1,1,1,0,37
"108",1,1,0,0,0,0,0,38
"109",0,0,0,0,0,0,0,27
"110",0,0,0,0,0,0,0,36
"111",0,1,0,1,0,0,0,29
"112",0,0,0,1,0,0,0,48
"113",0,0,0,0,1,0,0,52
"114",0,1,0,0,0,0,0,22
"115",0,0,0,0,0,0,0,27
"116",1,0,0,0,0,0,0,62
"117",0,0,0,0,0,0,0,32
"118",1,1,0,0,0,0,0,31
"119",0,0,0,1,0,1,0,19
"120",1,1,0,0,0,0,0,35
"121",0,1,0,0,0,0,0,36
"122",0,1,0,0,0,0,0,37
"123",0,1,0,0,0,0,0,22
"124",0,0,0,0,0,0,0,39
"125",0,0,0,0,0,0,0,38
"126",1,0,0,1,0,0,0,52
"127",0,0,0,1,0,0,0,43
"128",0,0,0,0,0,0,0,46
"129",0,0,0,0,0,0,1,22
"130",1,0,0,1,0,0,0,58
"131",1,0,0,1,0,0,0,51
"132",0,0,0,0,0,0,0,36
"133",1,0,0,0,0,0,0,41
"134",1,0,0,0,0,0,0,37
"135",0,0,0,0,0,0,0,34
"136",0,0,0,0,0,1,0,28
"137",0,0,0,0,0,0,0,53
"138",1,1,0,0,0,0,1,18
"139",0,0,0,1,0,0,0,20
"140",0,0,0,0,0,0,1,33
"141",0,0,0,1,0,0,1,27
"142",0,0,0,0,0,0,0,41
"143",0,1,0,0,0,0,1,21
"144",0,0,0,0,0,0,0,63
"145",1,1,0,0,0,0,0,26
"146",0,1,0,0,0,0,0,35
"147",1,0,0,1,0,0,0,31
"148",0,1,0,1,0,0,0,31
"149",0,0,0,0,0,0,0,31
"150",1,0,1,0,0,0,1,31
"151",1,1,0,1,0,0,0,25
"152",1,0,0,0,0,0,0,25
"153",0,1,0,1,0,0,0,30
"154",0,0,0,0,0,0,0,18
"155",0,0,0,1,0,0,0,22
"156",0,0,0,0,0,0,0,30
"157",0,1,0,0,0,0,1,32
"158",1,0,0,0,0,0,0,36
"159",1,0,0,0,0,0,0,22
"160",1,0,0,0,0,0,0,25
"161",1,0,0,0,0,0,0,29
"162",1,0,0,0,0,0,0,37
"163",1,0,0,1,1,0,0,19
"164",0,0,0,1,0,1,0,22
"165",0,0,0,1,0,0,0,36
"166",0,0,0,1,0,0,0,21
"167",0,0,0,0,0,0,0,21
"168",1,0,0,0,0,0,0,19
"169",1,0,0,0,0,0,0,19
"170",1,0,1,0,0,0,0,35
"171",0,0,0,1,0,0,0,26
"172",0,0,0,0,0,1,0,30
"173",1,1,0,1,0,0,0,38
"174",1,0,0,0,0,0,0,58
"175",1,1,0,0,0,0,0,56
"176",1,0,0,0,0,0,1,34
"177",0,0,0,0,0,0,0,29
"178",1,0,0,0,0,0,0,29
"179",0,1,0,0,0,0,1,28
"180",0,0,0,0,0,0,0,62
"181",0,0,0,0,0,0,1,18
"182",0,0,0,0,0,0,0,37
"183",1,0,0,0,0,0,0,26
"184",1,1,0,0,0,0,0,22
"185",1,0,1,0,0,0,1,27
"186",0,1,0,0,0,0,0,23
"187",0,0,0,0,0,0,0,25
"188",0,1,0,0,0,0,0,26
"189",0,0,0,0,0,0,0,32
"190",1,0,1,0,0,0,0,25
"191",0,1,0,0,0,0,0,47
"192",0,0,0,0,0,0,0,58
"193",0,0,0,0,0,0,0,45
"194",0,0,0,0,0,0,1,21
"195",1,0,0,0,1,0,1,50
"196",1,1,0,0,0,1,0,21
"197",0,1,0,0,0,0,1,30
"198",0,1,0,0,0,0,1,51
"199",1,0,0,0,1,0,0,36
"200",0,0,0,1,0,0,0,33
"201",0,0,0,0,0,0,0,32
"202",0,1,0,0,0,0,0,41
"203",0,0,1,1,0,0,0,23
"204",0,0,0,0,0,0,0,43
"205",1,0,0,0,0,0,0,18
"206",0,1,0,0,0,0,0,29
"207",0,0,0,1,0,0,0,18
"208",0,0,0,1,0,0,0,25
"209",1,0,0,0,0,0,0,36
"210",0,0,0,0,0,0,0,18
"211",0,0,0,0,0,0,0,18
"212",0,0,0,0,0,0,0,27
"213",0,0,0,0,0,0,1,18
"214",1,0,0,0,0,0,0,35
"215",0,1,0,0,0,0,0,27
"216",1,0,0,0,0,0,0,27
"217",1,0,0,0,0,0,0,33
"218",0,1,0,0,1,0,0,28
"219",1,0,0,1,0,0,0,31
"220",0,1,0,0,0,0,0,39
"221",0,0,0,0,0,0,0,32
"222",1,0,0,0,0,0,1,26
"223",1,0,0,0,1,0,0,36
"224",0,0,0,0,0,0,1,21
"225",0,1,0,1,0,0,0,32
"226",1,0,0,0,0,0,1,33
"227",0,0,0,0,0,0,0,33
"228",0,0,0,0,0,0,0,38
"229",0,0,0,0,0,0,0,38
"230",0,0,1,1,0,0,0,29
"231",0,0,0,1,0,0,1,59
"232",0,0,0,1,0,0,0,56
"233",0,1,0,0,1,0,0,59
"234",0,0,0,0,0,0,0,19
"235",1,0,0,0,0,0,0,31
"236",1,0,0,0,0,1,0,31
"237",0,0,0,0,0,0,1,19
"238",0,0,0,1,0,0,0,62
"239",1,0,0,0,0,0,0,30
"240",0,0,1,0,0,1,0,32
"241",1,1,0,0,0,0,0,26
"242",0,0,0,0,0,0,0,35
"243",0,0,1,0,0,0,0,30
"244",0,0,0,0,0,0,0,28
"245",0,0,0,1,0,0,0,27
"246",0,0,0,0,0,0,0,39
"247",0,0,0,0,0,0,0,20
"248",0,0,0,0,1,0,1,27
"249",0,0,0,0,0,0,1,30
"250",0,0,0,0,0,0,0,34
"251",0,0,0,0,0,0,1,29
"252",0,1,0,1,0,0,0,40
"253",0,0,0,0,0,0,1,28
"254",1,1,0,0,0,0,1,20
"255",0,1,0,0,0,0,1,35
"256",0,0,0,0,0,0,0,44
"257",0,0,0,0,0,0,0,57
"258",1,0,0,0,0,0,0,24
"259",1,0,0,0,0,0,0,34
"260",1,0,0,0,0,0,0,38
"261",0,0,0,0,0,0,0,18
"262",0,1,0,0,0,0,0,21
"263",0,1,0,0,0,0,0,18
"264",0,1,0,0,0,0,1,29
"265",0,0,0,0,0,0,0,29
"266",1,0,0,0,0,0,0,44
"267",0,0,0,1,0,0,1,27
"268",1,1,0,0,0,1,0,38
"269",0,0,0,1,0,0,0,53
"270",0,0,0,0,0,0,1,45
"271",1,0,0,0,0,0,0,36
"272",0,1,0,1,0,0,1,40
"273",1,1,0,0,0,0,0,31
"274",1,0,0,1,0,0,0,41
"275",0,1,0,0,0,1,0,38
"276",1,0,0,1,0,1,1,24
"277",1,0,0,0,0,0,0,37
"278",0,0,0,0,0,0,1,20
"279",0,0,0,1,0,0,0,50
"280",1,0,0,0,0,0,0,34
"281",0,0,0,0,0,0,0,59
"282",1,0,0,0,0,0,0,42
"283",0,1,0,0,0,0,0,38
"284",1,0,0,0,0,0,0,47
"285",0,0,0,1,0,0,0,23
"286",1,0,0,0,1,0,0,24
"287",1,0,0,1,0,1,0,20
"288",1,0,1,1,0,1,0,34
"289",1,0,0,0,0,0,0,31
"290",0,0,0,0,0,1,0,28
"291",0,0,0,0,0,0,0,29
"292",1,0,0,0,0,0,0,41
"293",1,0,0,0,1,0,0,29
"294",1,1,0,1,0,0,0,55
"295",1,0,0,0,0,0,0,29
"296",0,0,0,0,1,0,0,51
"297",0,0,0,1,0,0,0,33
"298",0,1,0,1,0,0,0,84
"299",0,0,0,0,0,0,1,18
"300",0,0,0,1,0,0,1,18
"301",0,1,0,0,1,0,0,33
"302",0,1,0,1,1,1,0,32
"303",1,0,0,0,0,1,1,19
"304",1,1,0,0,0,1,1,37
"305",1,0,0,0,0,1,0,21
"306",1,0,0,0,0,0,0,22
"307",0,0,0,1,0,0,0,21
"308",0,0,0,0,0,0,0,29
"309",1,0,0,0,0,0,0,29
"310",0,1,0,1,0,0,1,20
"311",1,0,0,0,0,0,0,20
"312",0,0,0,0,0,0,0,36
"313",1,0,0,1,1,0,1,54
"314",0,0,0,0,0,0,0,38
"315",0,0,0,0,0,0,0,20
"316",1,0,0,0,0,0,0,30
"317",0,1,0,1,0,0,0,33
"318",0,1,0,0,0,0,0,25
"319",0,0,0,0,0,0,1,28
"320",0,0,0,0,0,0,0,28
"321",0,1,0,0,0,0,0,29
"322",1,1,0,1,0,0,1,19
"323",0,1,0,0,0,0,1,42
"324",0,0,0,0,0,0,0,49
"325",0,0,0,0,0,0,0,39
"326",1,0,0,1,0,0,0,38
"327",0,0,0,0,0,1,0,36
"328",0,0,0,0,0,1,0,24
"329",0,0,0,1,0,0,0,38
"330",0,0,0,1,0,0,1,20
"331",0,1,0,1,0,0,0,24
"332",0,1,0,1,0,0,0,43
"333",1,1,0,1,0,0,0,38
"334",1,0,0,1,0,0,0,43
"335",0,0,0,0,0,0,0,33
"336",0,1,0,0,0,0,0,26
"337",0,0,0,0,0,0,0,35
"338",0,1,0,0,0,0,0,35
"339",0,0,0,0,0,0,0,35
"340",0,0,0,0,0,1,0,25
"341",0,0,0,0,0,0,0,54
"342",0,1,0,0,0,0,0,31
"343",1,0,0,0,0,0,0,28
"344",1,0,0,0,0,0,0,49
"345",1,0,0,0,0,0,1,31
"346",0,0,0,0,0,0,1,32
"347",1,1,0,1,0,0,1,36
"348",1,1,0,0,0,1,0,37
"349",1,0,0,0,0,0,0,39
"350",0,0,0,0,0,0,0,25
"351",0,1,0,0,0,0,0,36
"352",1,0,0,0,0,1,1,20
"353",0,1,0,0,0,0,0,35
"354",1,1,0,0,0,1,0,45
"355",0,0,0,0,0,1,0,28
"356",0,0,0,0,0,0,0,54
"357",0,1,0,0,0,1,0,77
"358",0,0,0,0,0,0,0,40
"359",1,1,0,0,0,0,0,50
"360",0,1,0,1,1,0,0,28
"361",0,0,0,1,0,0,1,23
"362",0,0,0,0,0,0,0,34
"363",0,0,0,0,0,0,0,26
"364",1,0,0,0,0,0,1,23
"365",0,1,0,0,0,0,0,29
"366",0,0,0,0,0,0,1,28
"367",0,0,0,1,0,0,0,18
"368",0,0,0,1,0,0,0,25
"369",0,1,0,0,0,0,0,27
"370",0,0,0,1,0,0,0,36
"371",0,0,0,1,0,1,0,41
"372",0,0,0,0,0,1,0,26
"373",0,0,0,1,0,0,0,30
"374",1,0,0,0,0,0,1,28
"375",0,1,0,0,0,0,0,31
"376",0,0,0,0,0,0,0,31
"377",1,1,0,0,0,0,1,27
"378",0,1,0,0,0,0,0,20
"379",1,0,0,0,0,0,0,19
"380",0,0,0,1,0,0,1,22
"381",0,0,0,0,0,1,0,40
"382",0,0,0,0,0,0,0,27
"383",1,0,0,1,0,0,0,33
"384",0,0,0,1,0,0,0,39
"385",0,0,0,0,0,0,1,31
"386",0,0,0,0,0,0,1,24
"387",1,0,0,0,0,0,0,47
"388",0,0,0,0,0,0,0,49
"389",0,0,0,0,0,1,0,39
"390",1,0,0,0,0,0,0,69
"391",1,0,0,1,0,0,0,29
"392",0,0,0,0,0,1,0,29
"393",1,0,0,1,0,0,0,64
"394",0,0,0,0,0,1,0,28
"395",0,1,0,0,0,0,1,19
"396",0,1,0,0,0,0,0,40
"397",0,1,0,0,0,0,1,35
"398",0,1,0,0,0,0,0,19
"399",0,0,0,0,0,0,0,61
"400",0,1,0,1,0,0,0,37
"401",0,0,0,1,0,0,0,22
"402",1,0,0,1,0,0,0,30
"403",0,0,0,0,1,0,0,18
"404",0,0,0,0,0,0,1,19
"405",0,0,0,0,0,0,0,32
"406",1,0,0,0,0,0,0,39
"407",0,0,0,0,0,0,0,25
"408",0,0,0,0,0,0,0,30
"409",1,0,0,1,0,1,0,37
"410",0,0,0,0,0,0,0,38
"411",1,0,0,1,0,0,0,36
"412",0,0,0,1,0,0,0,55
"413",0,0,0,1,0,0,0,31
"414",0,0,0,0,0,0,0,31
"415",0,0,0,1,0,0,0,36
"416",0,0,0,0,1,0,0,21
"417",0,0,0,1,0,0,1,29
"418",0,0,0,0,0,0,0,26
"419",0,1,0,0,0,1,0,31
"420",0,1,0,0,0,0,0,22
"421",0,0,0,0,0,0,0,37
"422",0,1,0,1,0,0,0,33
"423",0,0,0,0,0,1,0,19
"424",1,0,0,0,0,0,0,19
"425",1,0,0,0,0,1,0,30
"426",0,0,0,1,0,0,0,37
"427",0,0,0,0,0,0,0,62
"428",1,1,0,1,1,0,0,48
"429",1,0,0,0,0,0,0,24
"430",0,0,0,1,0,0,0,38
"431",0,0,0,1,0,0,0,39
"432",0,0,0,0,0,0,0,69
"433",1,0,0,0,0,0,1,48
"434",0,0,0,0,0,1,0,42
"435",0,0,0,0,0,0,0,26
"436",0,0,0,0,0,0,0,30
"437",0,0,0,0,1,0,1,20
"438",0,0,0,0,0,0,1,23
"439",1,1,0,0,0,0,0,33
"440",0,0,0,0,0,1,1,30
"441",1,0,0,1,0,1,0,28
"442",0,1,0,1,0,0,0,29
"443",0,0,0,0,0,0,0,37
"444",0,0,0,0,0,0,0,28
"445",1,0,0,1,0,0,0,32
"446",0,1,0,0,0,1,1,45
"447",0,0,0,0,0,0,0,24
"448",1,1,0,0,0,0,0,31
"449",0,0,0,0,0,0,1,35
"450",0,1,0,0,0,0,1,55
"451",0,0,0,0,0,0,0,49
"452",0,0,0,0,0,0,0,41
"453",1,1,0,0,0,0,0,41
"454",1,1,0,0,1,0,1,23
"455",0,1,0,0,0,1,0,26
"456",0,0,0,1,0,0,0,42
"457",1,1,0,0,0,0,1,22
"458",0,1,0,0,0,0,0,57
"459",0,0,0,0,0,0,0,39
"460",0,0,0,1,0,0,0,44
"461",0,0,0,1,0,0,0,21
"462",0,0,0,1,0,0,1,19
"463",0,1,0,0,0,0,0,26
"464",1,0,0,0,0,0,0,35
"465",1,0,0,0,0,1,0,27
"466",0,0,0,0,1,0,0,28
"467",1,0,0,0,0,0,0,57
"468",1,0,0,0,0,1,0,30
"469",1,0,0,0,0,0,0,21
"470",0,0,0,0,0,1,0,18
"471",0,0,0,0,0,0,0,23
"472",0,0,0,0,0,0,0,33
"473",0,0,0,0,0,0,0,18
"474",0,0,0,0,0,0,0,22
"475",0,1,0,1,0,0,0,21
"476",0,0,0,0,0,0,0,18
"477",0,0,0,0,0,0,0,19
"478",0,0,0,0,0,0,0,28
"479",1,0,0,0,0,0,0,18
"480",0,0,0,1,0,0,0,32
"481",0,0,0,0,0,1,1,44
"482",0,1,0,0,0,0,0,31
"483",0,0,0,1,0,0,0,62
"484",1,0,0,0,0,0,1,33
"485",0,1,0,0,0,1,0,35
"486",1,1,0,1,0,0,1,42
"487",0,1,0,0,0,0,0,18
"488",0,0,0,0,0,0,0,32
"489",1,0,0,1,0,0,0,35
"490",1,0,0,0,0,1,0,42
"491",0,1,0,0,0,0,0,23
"492",1,0,0,0,0,0,0,37
"493",0,0,0,0,0,0,0,29
"494",1,0,0,0,0,0,1,18
"495",0,0,0,1,0,0,0,48
"496",0,0,0,0,1,0,0,35
"497",1,0,0,0,1,0,0,33
"498",0,0,1,1,0,1,0,24
"499",1,1,0,0,0,0,0,36
"500",0,0,0,0,1,0,0,29
"501",1,0,0,0,0,0,0,25
"502",0,1,0,0,0,0,0,30
"503",1,0,0,1,0,0,1,49
"504",0,1,0,0,0,1,1,18
"505",1,0,0,0,0,0,0,43
"506",1,0,0,0,0,1,1,39
"507",1,0,0,0,0,0,0,26
"508",1,0,0,0,0,0,1,28
"509",1,0,0,0,0,0,0,29
"510",0,1,0,0,0,0,0,59
"511",1,0,0,0,0,0,0,19
"512",1,0,0,1,0,1,0,25
"513",0,0,0,0,0,0,0,28
"514",0,0,0,0,0,0,0,62
"515",1,1,0,0,0,0,0,21
"516",1,0,0,0,0,0,0,31
"517",0,1,0,1,0,0,0,31
"518",1,0,0,0,0,1,0,42
"519",1,0,0,0,0,0,1,22
"520",0,0,0,0,0,1,0,29
"521",1,0,0,1,0,0,0,29
"522",1,1,0,1,0,0,0,28
"523",1,0,0,0,1,0,1,28
"524",0,0,0,0,0,0,0,27
"525",0,0,0,1,0,0,0,28
"526",1,0,0,0,0,0,0,42
"527",0,0,0,1,0,1,0,28
"528",1,0,0,0,0,0,1,31
"529",0,1,0,0,0,1,0,25
"530",1,1,0,0,0,0,1,34
"531",0,0,0,0,0,1,0,22
"532",0,1,0,0,0,0,0,32
"533",1,0,0,0,0,0,0,55
"534",0,0,0,0,0,0,0,20
"535",0,0,0,0,0,0,0,20
"536",0,0,0,0,0,0,0,25
"537",0,0,0,0,0,0,0,26
"538",0,0,0,1,0,1,0,22
"539",0,0,0,1,0,0,0,40
"540",0,0,0,0,0,0,0,24
"541",0,0,0,0,0,0,0,38
"542",0,0,0,1,0,0,0,48
"543",0,0,0,1,0,0,0,57
"544",0,1,0,0,0,0,0,57
"545",1,0,0,0,0,0,0,29
"546",1,0,0,0,0,0,0,54
"547",0,1,0,0,0,0,0,50
"548",0,0,0,0,1,0,0,41
"549",0,0,0,0,0,0,0,34
"550",1,1,0,0,0,0,0,44
"551",1,1,0,1,0,0,0,49
"552",0,0,0,0,0,1,0,50
"553",0,0,0,0,0,0,0,35
"554",0,0,0,0,0,0,1,18
"555",0,0,0,0,0,0,0,28
"556",0,1,0,0,0,0,0,24
"557",0,0,0,0,0,1,0,20
"558",0,1,0,0,0,0,0,29
"559",0,0,0,0,0,0,0,29
"560",0,0,0,0,0,0,1,28
"561",1,1,0,0,0,0,0,26
"562",0,0,0,0,0,0,1,23
"563",0,1,0,0,0,0,0,53
"564",0,0,0,1,0,1,0,29
"565",0,0,0,1,1,0,1,39
"566",1,0,0,1,1,0,0,23
"567",1,0,0,1,0,0,0,24
"568",1,0,0,0,0,0,0,36
"569",1,0,0,0,0,0,1,22
"570",0,1,0,0,0,1,0,23
"571",0,0,0,0,0,1,1,27
"572",1,0,0,1,0,0,0,29
"573",0,0,0,0,0,1,0,41
"574",0,0,0,0,0,0,0,19
"575",0,0,0,0,0,0,0,26
"576",0,0,0,0,0,0,0,22
"577",1,0,0,1,0,0,0,33
"578",0,0,0,0,0,0,0,49
"579",0,0,0,0,0,0,0,18
"580",0,0,1,0,0,0,0,35
"581",1,0,0,0,0,1,1,30
"582",0,1,0,0,0,0,1,30
"583",0,0,0,0,1,0,1,18
"584",0,0,0,0,0,0,0,24
"585",0,0,0,1,0,0,0,30
"586",0,0,0,0,0,0,1,19
"587",0,1,0,0,0,0,0,27
"588",0,0,0,0,0,0,0,36
"589",0,0,0,1,0,1,0,21
"590",1,0,0,0,0,0,0,21
"591",0,0,0,0,0,0,0,38
"592",0,0,0,0,0,0,0,32
"593",1,1,1,0,0,0,0,28
"594",0,0,0,0,0,0,0,45
"595",0,1,0,1,0,1,0,43
"596",0,0,0,0,0,0,0,30
"597",0,0,0,0,1,0,0,18
"598",1,0,0,1,0,0,0,34
"599",0,0,0,1,0,1,0,40
"600",1,1,0,0,0,0,0,18
"601",0,0,0,1,0,0,0,22
"602",0,0,0,0,0,0,0,31
"603",0,0,0,0,0,0,0,35
"604",0,0,0,0,0,0,0,34
"605",0,0,0,0,0,0,0,22
"606",0,1,0,0,0,0,0,45
"607",0,0,0,1,0,1,0,55
"608",1,0,0,0,0,0,0,44
"609",0,1,0,0,0,0,0,33
"610",0,0,0,1,0,0,0,32
"611",0,1,0,0,0,0,0,50
"612",0,1,0,0,0,0,0,50
"613",0,0,0,0,0,0,0,22
"614",0,0,0,0,0,0,0,29
"615",0,0,0,1,0,0,0,58
"616",1,0,0,0,0,0,0,23
"617",0,0,0,1,0,0,0,28
"618",1,1,0,0,0,0,0,24
"619",1,0,0,1,0,0,0,30
"620",0,1,0,0,0,0,0,36
"621",1,0,0,0,0,0,0,21
"622",1,0,0,0,0,0,0,44
"623",0,0,0,0,0,0,0,41
"624",0,0,0,0,0,0,0,36
"625",0,0,0,0,0,0,0,56
"626",0,0,0,0,0,1,1,20
"627",0,0,0,0,0,0,0,23
"628",1,0,0,0,0,0,1,18
"629",0,0,0,0,0,0,0,44
"630",0,0,0,0,0,0,0,43
"631",0,0,0,1,1,0,0,32
"632",0,0,0,0,1,0,1,27
"633",0,0,0,1,0,0,0,28
"634",1,0,0,1,0,0,1,23
"635",0,0,0,0,0,1,0,23
"636",0,0,0,0,0,0,0,19
"637",0,0,0,0,1,0,0,18
"638",0,0,1,0,0,0,0,27
"639",0,0,0,0,0,0,1,22
"640",1,0,0,0,0,0,1,28
"641",1,0,0,0,0,0,1,24
"642",0,1,0,0,0,0,0,18
"643",0,0,0,0,0,1,0,38
"644",0,0,0,0,1,0,0,27
"645",1,0,0,1,0,0,0,40
"646",1,1,0,1,0,0,0,20
"647",0,0,0,0,0,0,1,37
"648",0,0,0,0,0,0,1,20
"649",1,0,0,1,0,0,0,20
"650",1,0,0,0,0,0,0,25
"651",1,0,0,0,0,0,0,38
"652",1,1,0,0,0,0,0,21
"653",0,0,0,0,0,0,0,46
"654",0,0,0,0,0,0,0,31
"655",1,1,0,0,0,0,0,18
"656",1,0,0,0,0,0,0,27
"657",0,1,0,0,0,0,0,42
"658",0,0,0,1,0,0,0,34
"659",0,0,0,0,0,1,0,35
"660",0,0,0,0,0,1,0,42
"661",1,0,0,0,0,0,0,57
"662",0,1,0,0,0,1,0,40
"663",1,0,0,0,0,0,0,23
"664",0,0,0,0,0,0,0,29
"665",0,0,0,0,0,0,0,54
"666",1,0,0,0,0,0,0,29
"667",1,0,0,0,0,0,0,40
"668",0,0,0,0,0,0,0,24
"669",0,1,0,0,0,0,1,26
"670",0,0,0,1,0,0,0,41
"671",0,0,0,1,0,0,0,56
"672",0,1,0,1,0,0,1,21
"673",0,0,0,0,0,0,1,19
"674",0,0,0,0,0,0,0,36
"675",1,1,0,0,0,0,0,34
"676",1,1,0,0,0,0,0,56
"677",0,0,0,0,0,0,1,18
"678",1,0,0,0,0,0,0,26
"679",0,0,0,0,0,0,0,40
"680",1,0,0,0,1,0,0,24
"681",0,1,0,0,0,0,1,28
"682",1,0,0,1,0,0,1,37
"683",0,1,0,0,0,0,1,28
"684",0,0,0,0,0,0,0,27
"685",0,0,0,0,1,0,0,25
"686",0,0,0,0,0,0,0,24
"687",0,1,0,0,0,0,1,20
"688",0,0,1,0,0,0,0,33
"689",1,0,0,0,0,0,1,21
"690",1,0,0,0,0,1,0,19
"691",0,0,0,0,0,0,0,61
"692",0,0,0,1,1,0,0,27
"693",0,1,0,1,0,0,1,23
"694",0,0,0,0,0,0,0,26
"695",0,0,0,0,0,0,0,56
"696",0,0,0,0,1,0,1,39
"697",0,0,0,0,0,0,0,43
"698",0,0,0,0,0,0,0,43
"699",0,0,0,0,0,0,0,43
"700",0,0,0,0,0,1,0,27
"701",0,0,0,0,0,0,0,32
"702",1,0,0,0,0,1,0,48
"703",0,0,0,0,0,0,0,52
"704",0,1,0,0,0,1,0,32
"705",0,0,0,0,0,1,0,36
"706",1,0,0,1,0,0,0,24
"707",1,0,0,0,0,0,0,45
"708",1,0,0,0,0,0,0,32
"709",1,1,0,0,0,0,0,46
"710",1,1,0,0,0,0,1,18
"711",0,0,0,0,0,0,1,22
"712",0,0,0,0,0,0,1,27
"713",1,0,0,1,0,0,0,57
"714",0,0,0,0,0,0,1,29
"715",1,0,0,0,0,0,1,28
"716",0,0,0,0,0,0,0,29
"717",1,1,0,0,1,0,1,34
"718",0,0,0,0,0,0,1,27
"719",1,1,0,0,1,0,0,44
"720",0,0,0,0,0,0,0,32
"721",1,0,0,0,0,0,0,25
"722",0,0,1,0,0,0,1,18
"723",1,0,0,1,0,0,1,20
"724",1,0,0,1,0,0,0,34
"725",1,0,0,0,0,0,0,19
"726",0,1,0,1,0,0,1,19
"727",1,1,0,1,0,0,0,37
"728",0,1,0,0,1,0,0,18
"729",0,0,0,0,1,0,0,45
"730",0,0,0,0,0,0,1,18
"731",0,1,0,1,0,1,0,31
